text,is_sarcastic
'fire rainbow' supplants double rainbow as social media rainbow of choice,0
chinese state media threatens donald trump with 'big sticks' if he pushes for a trade war,0
disgusted researchers can't even bring themselves to find out how much mayo the average american consumes yearly,1
man faces obscenity charge after o'donnell's daughter found,0
"sales of chamomile tea, gas masks up sharply",1
line item on aetna insurance bill just 'paying for ceo's yacht',1
romney tailors nursing home visit to those who will still be alive on election day,1
thing that got area man a laugh to be done repeatedly for next 12 years,1
u.s. changes motto to 'america... we're gonna make ya smile',1
area man now checks inside boat in driveway every morning,1
michelle obama's face is on this teen's prom dress for the most inspiring reason,0
'the bold type' creator on tackling sexual assault in the show's hopeful finale,0
presidential debate commission anesthetizes audience to prevent outbursts during debate,1
schumer trolls trump tax plan: you're doing it wrong,0
report: average american worker replaced within 10 minutes of taking vacation,1
netflix defends 'queer eye' episode where the fab five forced to euthanize completely hopeless slob,1
universe feels zero connection to guy tripping on mushrooms,1
congressional authorization,0
risk champ flunks geography test,1
poland spring develops new eco-friendly bottle that only takes 300 years to decompose,1
check it out: deer,1
report: americans most physically active when getting comfy,1
scientists discover mollusks are next evolutionary stage for humans,1
all-knowing invisible hand of free market once again guides millions in profits to nation's bead stores,1
"why the united states needs a ""ladenschlussgesetz""",0
joe biden tells latinos to 'make no damn apologies for anything',0
migrant child coming down from drugs freaked out to discover cage actually real,1
fed-up employee just about 14 years away from walking out door,1
man raised by wolves worried he's slowly turning into father,1
jared kushner quietly transfers 'solve middle east crisis' to next week's to-do list,1
doj lawyers will fly to minneapolis to probe jamar clark shooting,0
what do you know about the colors of nature?,0
nation demands more slow-motion footage of running basset hounds,1
"half of nation outraged at new, not-yet-released michael moore film",1
nation's flag nerds anxiously watching d.c. statehood push,1
"ariana grande, demi lovato, and selena gomez have a twitter love fest",0
snakes on caduceus clearly in love,1
encouraging new study indicates majority of u.s. students can now recognize math,1
the trump team keeps piling on criticism of mitt romney,0
finding the answer that's been there all along: how to discover the direction with wings,0
chipotle hires former critic to help improve chain's food safety,0
teen pulls off oscar-worthy promposal asking emma stone to dance,0
"girlfriend just wants to have low-key, laid-back valentine's day fight this year",1
swing latino takes colombian salsa to new heights on 'world of dance',0
how my daughter taught me that every moment is a gift,0
i am tired of the hypocrisy,0
website humiliating itself,1
badass surgeon puts on fingerless latex gloves before operating,1
today is green monday: the day to finish up your online shopping,0
valerie harper gives fans health update following hospitalization,0
cnn opens up 24-hour anonymous tip line for anyone with synonyms for 'mueller closing in',1
dunkin' donuts introduces new girl scout-flavored coffee,1
trump vehemently denies using word 'people' to describe african immigrants,1
watch john kasich lead an awkward david bowie sing-along,0
end the international drug war to control the afghan narco-state,0
"adult-entertainment industry donates $100,000 in charity sex to hurricane victims",1
daylight saving time yields massive daylight surplus,1
"before sunrise in vienna, austria",0
who will win and who should win at the 2015 emmys,0
entire blogosphere stunned by blogger's special weekend post,1
suburbanite shocked by poor condition of urban mall,1
thai premier eats entire bucket of chicken to calm bird-flu fears,1
lice having blast trying out different wigs at costume shop,1
janice to register three; janice to register three,1
5 heroes who need your help amid aleppo crisis,0
salma hayek rips donald trump: 'he has never done anything for america',0
those close to nation say it showed dozens of warning signs leading up to massacre,1
joe wilson getting bored with no-longer-covert wife,1
more than meets the eye with tony awards frontrunner christopher jackson of 'hamilton',0
chinese man worried you can't have respectful debate about how amazing government is anymore,1
mom reports that hometown actually has a lot going on now,1
poet takes extra 5 minutes to vague up poem,1
the 'gilmore girls' revival is best when it talks about grief,0
"trump: 'i know that was pretty bad, but let's just say you're going to want to save your energy'",1
let's all get naked and pose like frozen chickens,0
cia issues posthumous apology after new evidence clears osama bin laden of involvement in 9/11 attacks,1
former mexican president to trump: 'your mouth is the foulest shithole in the world',0
mom tries to appear interested in daughter's documentary,1
"this is a bad tweet, 'hardball'",0
taxpayer outraged,1
"to fight radicalization in southeast asia, empower the women",0
trump nominee kathleen hartnett white ignores climate change in her own backyard,0
newlywed couple looks so deeply in debt,1
tented in iraq; interviews and winter edition,0
creepy older brand clearly targeting female 18-to-24-year-olds,1
hillary clinton 'breathing a big sigh of relief' after iowa caucuses,0
thoughts on national airborne day,0
married couple longs for days when they only quietly resented one another,1
5 bad behaviors from the past that are now totally common,0
white male privilege squandered on job at best buy,1
